mean_fit_time	mean_score_time	mean_test_accuracy	mean_test_precision	mean_test_recall	model	param_C	param_bootstrap	param_fit_intercept	param_gamma	param_kernel	param_l1_ratio	param_max_depth	param_max_features	param_min_samples_leaf	param_min_samples_split	param_multi_class	param_n_estimators	param_n_neighbors	param_p	param_penalty	param_solver	param_tol	param_weights	params	rank_test_accuracy	rank_test_precision	rank_test_recall	split0_test_accuracy	split0_test_precision	split0_test_recall	split1_test_accuracy	split1_test_precision	split1_test_recall	split2_test_accuracy	split2_test_precision	split2_test_recall	split3_test_accuracy	split3_test_precision	split3_test_recall	split4_test_accuracy	split4_test_precision	split4_test_recall	std_fit_time	std_score_time	std_test_accuracy	std_test_precision	std_test_recall
164.14171710014344	0.36642799377441404	0.7417154778143304	0.7417154778143304	0.7417154778143304	LogisticRegression	1000		False			0.75					multinomial				elasticnet	saga	0.1		{'tol': 0.1, 'solver': 'saga', 'penalty': 'elasticnet', 'multi_class': 'multinomial', 'l1_ratio': 0.75, 'fit_intercept': False, 'C': 1000}	37	37	37	0.7413931144915933	0.7413931144915933	0.7413931144915933	0.7504006410256411	0.7504006410256411	0.7504006410256411	0.7509025270758123	0.7509025270758123	0.7509025270758123	0.7472880674969867	0.7472880674969867	0.7472880674969867	0.7185363892239646	0.7185363892239646	0.7185363892239646	4.00118444940793	0.01937212162083768	0.012059241347601413	0.012059241347601413	0.012059241347601413
5407.098394918442	0.3704821109771729	0.8887105833266469	0.8887105833266469	0.8887105833266469	LogisticRegression	50		False			1.0					multinomial				elasticnet	saga	0.001		{'tol': 0.001, 'solver': 'saga', 'penalty': 'elasticnet', 'multi_class': 'multinomial', 'l1_ratio': 1.0, 'fit_intercept': False, 'C': 50}	6	6	6	0.8434747798238591	0.8434747798238591	0.8434747798238591	0.907051282051282	0.907051282051282	0.907051282051282	0.901323706377858	0.901323706377858	0.901323706377858	0.907191643230213	0.907191643230213	0.907191643230213	0.8845999195818255	0.8845999195818255	0.8845999195818255	226.04693174101087	0.000922320769154571	0.024102212958461745	0.024102212958461745	0.024102212958461745
64.23444600105286	0.3828903675079346	0.7418759528203482	0.7418759528203482	0.7418759528203482	LogisticRegression	20		False			0.25					multinomial				elasticnet	saga	1		{'tol': 1, 'solver': 'saga', 'penalty': 'elasticnet', 'multi_class': 'multinomial', 'l1_ratio': 0.25, 'fit_intercept': False, 'C': 20}	35	35	35	0.7477982385908727	0.7477982385908727	0.7477982385908727	0.7471955128205128	0.7471955128205128	0.7471955128205128	0.7484957882069796	0.7484957882069796	0.7484957882069796	0.7484933708316593	0.7484933708316593	0.7484933708316593	0.717330116606353	0.717330116606353	0.717330116606353	1.1401611132029559	0.032724105448933546	0.012265288191638959	0.012265288191638959	0.012265288191638959
3307.0073050022124	0.3742912769317627	0.8887105833266469	0.8887105833266469	0.8887105833266469	LogisticRegression	700		False			0.0					multinomial				elasticnet	saga	1e-07		{'tol': 1e-07, 'solver': 'saga', 'penalty': 'elasticnet', 'multi_class': 'multinomial', 'l1_ratio': 0.0, 'fit_intercept': False, 'C': 700}	6	6	6	0.8434747798238591	0.8434747798238591	0.8434747798238591	0.907051282051282	0.907051282051282	0.907051282051282	0.901323706377858	0.901323706377858	0.901323706377858	0.907191643230213	0.907191643230213	0.907191643230213	0.8845999195818255	0.8845999195818255	0.8845999195818255	208.3354258988807	0.019677112826495924	0.024102212958461745	0.024102212958461745	0.024102212958461745
5456.3130599021915	0.27292542457580565	0.8887105833266469	0.8887105833266469	0.8887105833266469	LogisticRegression	500		True			0.75					multinomial				elasticnet	saga	1e-06		{'tol': 1e-06, 'solver': 'saga', 'penalty': 'elasticnet', 'multi_class': 'multinomial', 'l1_ratio': 0.75, 'fit_intercept': True, 'C': 500}	6	6	6	0.8434747798238591	0.8434747798238591	0.8434747798238591	0.907051282051282	0.907051282051282	0.907051282051282	0.901323706377858	0.901323706377858	0.901323706377858	0.907191643230213	0.907191643230213	0.907191643230213	0.8845999195818255	0.8845999195818255	0.8845999195818255	233.29779436177847	0.047359729215584526	0.024102212958461745	0.024102212958461745	0.024102212958461745
156.61132144927979	0.2407557487487793	0.7413142902992859	0.7413142902992859	0.7413142902992859	LogisticRegression	100		False			0.5					multinomial				elasticnet	saga	0.1		{'tol': 0.1, 'solver': 'saga', 'penalty': 'elasticnet', 'multi_class': 'multinomial', 'l1_ratio': 0.5, 'fit_intercept': False, 'C': 100}	40	40	40	0.7417934347477982	0.7417934347477982	0.7417934347477982	0.75	0.75	0.75	0.748896911351785	0.748896911351785	0.748896911351785	0.7468862997187625	0.7468862997187625	0.7468862997187625	0.7189384800965019	0.7189384800965019	0.7189384800965019	7.081246297462649	0.002039126546479376	0.01152245102588184	0.01152245102588184	0.01152245102588184
56.182292795181276	0.27238969802856444	0.7398700152451255	0.7398700152451255	0.7398700152451255	LogisticRegression	2000		True			0.25					multinomial				elasticnet	saga	1		{'tol': 1, 'solver': 'saga', 'penalty': 'elasticnet', 'multi_class': 'multinomial', 'l1_ratio': 0.25, 'fit_intercept': True, 'C': 2000}	50	50	50	0.7433947157726181	0.7433947157726181	0.7433947157726181	0.7475961538461539	0.7475961538461539	0.7475961538461539	0.7440834336141195	0.7440834336141195	0.7440834336141195	0.7484933708316593	0.7484933708316593	0.7484933708316593	0.7157217531162042	0.7157217531162042	0.7157217531162042	1.4653109612563162	0.06360904980474388	0.012215270202020416	0.012215270202020416	0.012215270202020416
57.27540364265442	0.26520595550537107	0.7411538152932681	0.7411538152932681	0.7411538152932681	LogisticRegression	1		True			1.0					multinomial				elasticnet	saga	1		{'tol': 1, 'solver': 'saga', 'penalty': 'elasticnet', 'multi_class': 'multinomial', 'l1_ratio': 1.0, 'fit_intercept': True, 'C': 1}	42	42	42	0.7465972778222578	0.7465972778222578	0.7465972778222578	0.7483974358974359	0.7483974358974359	0.7483974358974359	0.744484556758925	0.744484556758925	0.744484556758925	0.7488951386098834	0.7488951386098834	0.7488951386098834	0.717330116606353	0.717330116606353	0.717330116606353	1.8679973416254851	0.046090232624229545	0.01199556361775826	0.01199556361775826	0.01199556361775826
155.48541712760925	0.23966989517211915	0.7417154778143304	0.7417154778143304	0.7417154778143304	LogisticRegression	100		True			0.75					multinomial				elasticnet	saga	0.1		{'tol': 0.1, 'solver': 'saga', 'penalty': 'elasticnet', 'multi_class': 'multinomial', 'l1_ratio': 0.75, 'fit_intercept': True, 'C': 100}	37	37	37	0.7425940752602082	0.7425940752602082	0.7425940752602082	0.750801282051282	0.750801282051282	0.750801282051282	0.748896911351785	0.748896911351785	0.748896911351785	0.7472880674969867	0.7472880674969867	0.7472880674969867	0.7189384800965019	0.7189384800965019	0.7189384800965019	2.231655790103011	0.000468587334332591	0.011693197162991881	0.011693197162991881	0.011693197162991881
5386.089690542221	0.23874955177307128	0.8887105833266469	0.8887105833266469	0.8887105833266469	LogisticRegression	700		False			0.5					multinomial				elasticnet	saga	1e-07		{'tol': 1e-07, 'solver': 'saga', 'penalty': 'elasticnet', 'multi_class': 'multinomial', 'l1_ratio': 0.5, 'fit_intercept': False, 'C': 700}	6	6	6	0.8434747798238591	0.8434747798238591	0.8434747798238591	0.907051282051282	0.907051282051282	0.907051282051282	0.901323706377858	0.901323706377858	0.901323706377858	0.907191643230213	0.907191643230213	0.907191643230213	0.8845999195818255	0.8845999195818255	0.8845999195818255	129.44435372343187	0.0014487334106164206	0.024102212958461745	0.024102212958461745	0.024102212958461745
5344.584651660919	0.23830156326293944	0.8887908208296558	0.8887908208296558	0.8887908208296558	LogisticRegression	2000		False			1.0					multinomial				elasticnet	saga	0.0001		{'tol': 0.0001, 'solver': 'saga', 'penalty': 'elasticnet', 'multi_class': 'multinomial', 'l1_ratio': 1.0, 'fit_intercept': False, 'C': 2000}	1	1	1	0.8434747798238591	0.8434747798238591	0.8434747798238591	0.907051282051282	0.907051282051282	0.907051282051282	0.901323706377858	0.901323706377858	0.901323706377858	0.907191643230213	0.907191643230213	0.907191643230213	0.8850020104543627	0.8850020104543627	0.8850020104543627	107.84343200112949	0.001003000597043964	0.024089060492608668	0.024089060492608668	0.024089060492608668
5309.943275642395	0.23860673904418944	0.8887105833266469	0.8887105833266469	0.8887105833266469	LogisticRegression	70		True			0.25					multinomial				elasticnet	saga	1e-07		{'tol': 1e-07, 'solver': 'saga', 'penalty': 'elasticnet', 'multi_class': 'multinomial', 'l1_ratio': 0.25, 'fit_intercept': True, 'C': 70}	6	6	6	0.8434747798238591	0.8434747798238591	0.8434747798238591	0.907051282051282	0.907051282051282	0.907051282051282	0.901323706377858	0.901323706377858	0.901323706377858	0.907191643230213	0.907191643230213	0.907191643230213	0.8845999195818255	0.8845999195818255	0.8845999195818255	156.92719969816804	0.0017262781106565767	0.024102212958461745	0.024102212958461745	0.024102212958461745
5351.777288961411	0.23851370811462402	0.8887105833266469	0.8887105833266469	0.8887105833266469	LogisticRegression	500		False			0.25					multinomial				elasticnet	saga	0.0001		{'tol': 0.0001, 'solver': 'saga', 'penalty': 'elasticnet', 'multi_class': 'multinomial', 'l1_ratio': 0.25, 'fit_intercept': False, 'C': 500}	6	6	6	0.8434747798238591	0.8434747798238591	0.8434747798238591	0.907051282051282	0.907051282051282	0.907051282051282	0.901323706377858	0.901323706377858	0.901323706377858	0.907191643230213	0.907191643230213	0.907191643230213	0.8845999195818255	0.8845999195818255	0.8845999195818255	120.4925728489338	0.0010754218382352152	0.024102212958461745	0.024102212958461745	0.024102212958461745
55.376433515548705	0.23890924453735352	0.7401909652571612	0.7401909652571612	0.7401909652571612	LogisticRegression	1		True			0.5					multinomial				elasticnet	saga	1		{'tol': 1, 'solver': 'saga', 'penalty': 'elasticnet', 'multi_class': 'multinomial', 'l1_ratio': 0.5, 'fit_intercept': True, 'C': 1}	49	49	49	0.7433947157726181	0.7433947157726181	0.7433947157726181	0.7483974358974359	0.7483974358974359	0.7483974358974359	0.7456879261933413	0.7456879261933413	0.7456879261933413	0.7488951386098834	0.7488951386098834	0.7488951386098834	0.7145154804985927	0.7145154804985927	0.7145154804985927	0.1342208512469632	0.0014791346072156055	0.012971880156897495	0.012971880156897495	0.012971880156897495
